R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,win_by,last_round,last_round_time,Format,Referee,date,location,Fight_type,Winner,win_by_Decision,win_by_KO,win_by_Submission,win_by_Other,R_SIG_STR._att,R_SIG_STR._landed,B_SIG_STR._att,B_SIG_STR._landed,R_TOTAL_STR._att,R_TOTAL_STR._landed,B_TOTAL_STR._att,B_TOTAL_STR._landed,R_TD_att,R_TD_landed,B_TD_att,B_TD_landed,R_HEAD_att,R_HEAD_landed,B_HEAD_att,B_HEAD_landed,R_BODY_att,R_BODY_landed,B_BODY_att,B_BODY_landed,R_LEG_att,R_LEG_landed,B_LEG_att,B_LEG_landed,R_DISTANCE_att,R_DISTANCE_landed,B_DISTANCE_att,B_DISTANCE_landed,R_CLINCH_att,R_CLINCH_landed,B_CLINCH_att,B_CLINCH_landed,R_GROUND_att,R_GROUND_landed,B_GROUND_att,B_GROUND_landed,weight_class,No_of_rounds,total_time_fought(seconds),total_time_fought(minutes),R_Stance,R_DOB,R_Height,R_Reach,R_Weight,B_Stance,B_DOB,B_Height,B_Reach,B_Weight,R_age,B_age,fight_year
Andrew Sanchez,Markus Perez,0,0,0.45,0.44,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Dave Jobeun,2018-08-25,"Lincoln, Nebraska, USA",Middleweight Bout,Andrew Sanchez,True,False,False,False,159,73,122,54,215,119,137,67,6,0,1,0,119,44,79,22,27,21,38,29,13,8,5,3,144,65,104,41,15,8,18,13,0,0,0,0,Middleweight,3,900,15.0,Orthodox,1988-04-08,185.42,187.96,185.0,Orthodox,1988-06-22,185.42,185.42000000000002,185.0,30.0,30.0,2018
Mickey Gall,George Sullivan,0,0,0.0,0.0,1.0,0.0,1,0,1,0,0,0,Submission,1,69,3 Rnd (5-5-5),Bryan Miner,2018-08-25,"Lincoln, Nebraska, USA",Welterweight Bout,Mickey Gall,False,False,True,False,2,0,0,0,6,2,5,5,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Welterweight,3,69,1.15,Switch,1992-01-22,187.96,187.96,170.0,Orthodox,1981-03-13,182.88,185.42000000000002,170.0,26.0,37.0,2018
Joanne Calderwood,Kalindra Faria,0,0,0.83,0.76,0.0,1.0,2,0,0,3,0,0,Submission,1,297,3 Rnd (5-5-5),Kevin MacDonald,2018-08-25,"Lincoln, Nebraska, USA",Women's Flyweight Bout,Joanne Calderwood,False,False,True,False,6,5,17,13,29,24,34,27,0,0,1,1,5,4,13,10,0,0,4,3,1,1,0,0,2,1,4,2,0,0,1,1,4,4,12,10,Women's Flyweight,3,297,4.95,Orthodox,1985-12-23,167.64000000000001,165.1,125.0,Switch,1986-07-23,170.18,,125.0,33.0,32.0,2018
Drew Dober,Jon Tuck,0,0,0.44,0.44,1.0,0.0,0,1,3,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Blake Grice,2018-08-25,"Lincoln, Nebraska, USA",Lightweight Bout,Drew Dober,True,False,False,False,136,60,75,33,208,122,81,39,2,2,1,0,111,42,53,16,13,9,15,10,12,9,7,7,108,36,68,29,3,3,2,1,25,21,5,3,Lightweight,3,900,15.0,Southpaw,1988-10-19,172.72,177.8,155.0,Orthodox,1984-08-28,180.34,185.42000000000002,155.0,30.0,34.0,2018
Rani Yahya,Luke Sanders,0,0,0.5,0.5,0.0,0.0,2,0,0,0,0,0,Submission,1,91,3 Rnd (5-5-5),Dave Jobeun,2018-08-25,"Lincoln, Nebraska, USA",Bantamweight Bout,Rani Yahya,False,False,True,False,8,4,4,2,8,4,4,2,2,0,0,0,4,1,4,2,1,1,0,0,3,2,0,0,8,4,3,2,0,0,0,0,0,0,1,0,Bantamweight,3,91,1.5166666666666666,Orthodox,1984-09-12,167.64000000000001,170.18,135.0,Southpaw,1985-12-12,167.64000000000001,170.18,135.0,34.0,33.0,2018
TJ Dillashaw,Cody Garbrandt,2,0,0.62,0.39,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,250,5 Rnd (5-5-5-5-5),Herb Dean,2018-08-04,"Los Angeles, California, USA",UFC Bantamweight Title Bout,TJ Dillashaw,False,True,False,False,72,45,43,17,78,51,43,17,0,0,2,0,60,37,37,14,6,5,5,2,6,3,1,1,38,16,39,14,16,15,4,3,18,14,0,0,Bantamweight,5,250,4.166666666666667,Orthodox,1986-02-07,167.64000000000001,170.18,125.0,Orthodox,1991-07-07,172.72,165.1,135.0,32.0,27.0,2018
Demetrious Johnson,Henry Cejudo,0,0,0.6,0.34,0.5,0.27,0,0,0,2,0,0,Decision - Split,5,300,5 Rnd (5-5-5-5-5),Mike Beltran,2018-08-04,"Los Angeles, California, USA",UFC Flyweight Title Bout,Henry Cejudo,True,False,False,False,134,81,147,51,174,121,178,80,2,1,11,3,62,23,116,29,21,19,25,18,51,39,6,4,125,73,120,31,8,7,22,17,1,1,5,3,Flyweight,5,1500,25.0,Orthodox,1986-08-13,160.02,167.64000000000001,125.0,Orthodox,1987-02-09,162.56,162.56,135.0,32.0,31.0,2018
Cub Swanson,Renato Moicano,0,1,0.52,0.36,0.0,0.5,0,1,0,4,0,0,Submission,1,255,3 Rnd (5-5-5),Blake Grice,2018-08-04,"Los Angeles, California, USA",Featherweight Bout,Renato Moicano,False,False,True,False,38,20,47,17,38,20,53,23,0,0,2,1,19,5,42,14,5,3,3,2,14,12,2,1,38,20,33,8,0,0,2,2,0,0,12,7,Featherweight,3,255,4.25,Orthodox,1983-11-02,172.72,177.8,145.0,Orthodox,1989-05-21,180.34,182.88,145.0,35.0,29.0,2018
Polyana Viana,JJ Aldrich,0,0,0.35,0.48,0.2,0.0,0,0,1,1,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Herb Dean,2018-08-04,"Los Angeles, California, USA",Women's Strawweight Bout,JJ Aldrich,True,False,False,False,129,46,83,40,175,86,96,50,5,1,1,0,97,24,77,36,24,15,5,3,8,7,1,1,116,37,73,31,8,6,8,7,5,3,2,2,Women's Strawweight,3,900,15.0,Orthodox,1992-06-14,165.1,170.18,115.0,Southpaw,1992-09-29,165.1,170.18,125.0,26.0,26.0,2018
Thiago Santos,Kevin Holland,0,0,0.45,0.56,0.42,0.0,1,1,8,2,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Mike Beltran,2018-08-04,"Los Angeles, California, USA",Middleweight Bout,Thiago Santos,True,False,False,False,153,69,55,31,167,81,110,81,7,3,1,0,131,50,41,20,17,14,9,6,5,5,5,5,44,20,39,17,5,2,1,1,104,47,15,13,Middleweight,3,900,15.0,Orthodox,1984-01-07,187.96,193.04,205.0,Orthodox,1992-11-05,190.5,205.74,185.0,34.0,26.0,2018
Pedro Munhoz,Brett Johns,3,0,0.47,0.43,0.0,0.0,1,0,4,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Blake Grice,2018-08-04,"Los Angeles, California, USA",Bantamweight Bout,Pedro Munhoz,True,False,False,False,245,117,168,73,292,160,180,82,4,0,6,0,182,78,153,61,31,16,12,10,32,23,3,2,174,78,158,65,32,18,10,8,39,21,0,0,Bantamweight,3,900,15.0,Orthodox,1986-09-07,167.64000000000001,165.1,135.0,Orthodox,1992-02-21,170.18,180.34,135.0,32.0,26.0,2018
Ricky Simon,Montel Jackson,0,0,0.47,0.44,0.35,1.0,0,0,4,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Frank Trigg,2018-08-04,"Los Angeles, California, USA",Bantamweight Bout,Ricky Simon,True,False,False,False,53,25,94,42,75,44,107,55,20,7,2,2,31,7,76,27,14,10,15,13,8,8,3,2,44,18,66,23,8,7,23,16,1,0,5,3,Bantamweight,3,900,15.0,Orthodox,1992-08-31,167.64000000000001,175.26,135.0,Southpaw,1992-04-24,177.8,190.5,135.0,26.0,26.0,2018
Ricardo Ramos,Kyung Ho Kang,0,0,0.36,0.41,0.5,0.5,1,0,0,1,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Mike Beltran,2018-08-04,"Los Angeles, California, USA",Bantamweight Bout,Ricardo Ramos,True,False,False,False,146,54,157,65,157,63,198,101,2,1,2,1,117,40,120,38,13,6,12,6,16,8,25,21,140,50,151,60,2,1,0,0,4,3,6,5,Bantamweight,3,900,15.0,Orthodox,1995-08-01,175.26,182.88,135.0,Orthodox,1987-09-09,175.26,185.42000000000002,135.0,23.0,31.0,2018
Matt Sayles,Sheymon Moraes,0,0,0.32,0.42,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Blake Grice,2018-08-04,"Los Angeles, California, USA",Featherweight Bout,Sheymon Moraes,True,False,False,False,235,77,172,73,237,79,177,77,3,0,4,0,185,39,113,31,30,23,55,40,20,15,4,2,220,67,161,64,15,10,11,9,0,0,0,0,Featherweight,3,900,15.0,Orthodox,1994-02-21,170.18,172.72,145.0,Orthodox,1990-10-11,172.72,182.88,145.0,24.0,28.0,2018
Alex Perez,Jose Torres,1,0,0.51,0.38,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,226,3 Rnd (5-5-5),Frank Trigg,2018-08-04,"Los Angeles, California, USA",Flyweight Bout,Alex Perez,False,True,False,False,162,84,76,29,166,88,77,30,3,0,0,0,139,67,67,22,16,11,9,7,7,6,0,0,133,64,71,25,29,20,5,4,0,0,0,0,Flyweight,3,226,3.7666666666666666,Orthodox,1992-03-21,167.64000000000001,165.1,135.0,Orthodox,1992-08-02,162.56,165.1,125.0,26.0,26.0,2018
Danielle Taylor,Weili Zhang,0,0,0.27,0.39,0.0,0.5,1,0,0,1,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Blake Grice,2018-08-04,"Los Angeles, California, USA",Women's Strawweight Bout,Weili Zhang,True,False,False,False,123,34,194,77,124,35,200,83,1,0,2,1,104,22,107,31,11,8,30,15,8,4,57,31,120,31,185,71,3,3,7,4,0,0,2,2,Women's Strawweight,3,900,15.0,Orthodox,1989-10-25,152.4,152.4,115.0,Switch,1989-08-13,162.56,,115.0,29.0,29.0,2018
Marlon Vera,Wuliji Buren,1,0,0.52,0.5,0.25,0.5,0,0,1,0,0,0,KO/TKO,2,293,3 Rnd (5-5-5),Frank Trigg,2018-08-04,"Los Angeles, California, USA",Bantamweight Bout,Marlon Vera,False,True,False,False,86,45,61,31,102,59,80,49,4,1,4,2,58,24,32,16,13,8,19,9,15,13,10,6,67,30,48,19,9,8,7,6,10,7,6,6,Bantamweight,3,593,9.883333333333333,Switch,1992-12-02,172.72,177.8,135.0,Orthodox,1989-03-01,175.26,175.26,135.0,26.0,29.0,2018
Eddie Alvarez,Dustin Poirier,0,1,0.34,0.46,0.0,0.0,1,2,1,0,0,0,KO/TKO,2,245,5 Rnd (5-5-5-5-5),Marc Goddard,2018-07-28,"Calgary, Alberta, Canada",Lightweight Bout,Dustin Poirier,False,True,False,False,76,26,115,54,88,35,138,76,3,0,0,0,53,10,101,44,15,10,6,4,8,6,8,6,67,21,108,47,3,1,7,7,6,4,0,0,Lightweight,5,545,9.083333333333334,Orthodox,1984-01-11,175.26,175.26,155.0,Southpaw,1989-01-19,175.26,182.88,155.0,34.0,29.0,2018
Jose Aldo,Jeremy Stephens,1,0,0.46,0.33,0.0,0.0,0,0,1,0,0,0,KO/TKO,1,259,3 Rnd (5-5-5),Yves Lavigne,2018-07-28,"Calgary, Alberta, Canada",Featherweight Bout,Jose Aldo,False,True,False,False,63,29,60,20,63,29,60,20,0,0,0,0,55,21,55,16,3,3,3,2,5,5,2,2,41,16,52,16,1,1,8,4,21,12,0,0,Featherweight,3,259,4.316666666666666,Orthodox,1986-09-09,170.18,177.8,145.0,Orthodox,1986-05-25,172.72,180.34,145.0,32.0,32.0,2018
Joanna Jedrzejczyk,Tecia Torres,0,0,0.37,0.42,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Keith Peterson,2018-07-28,"Calgary, Alberta, Canada",Women's Strawweight Bout,Joanna Jedrzejczyk,True,False,False,False,166,62,78,33,185,81,100,54,0,0,10,0,113,21,44,11,38,27,2,2,15,14,32,20,134,40,73,29,32,22,5,4,0,0,0,0,Women's Strawweight,3,900,15.0,Orthodox,1987-08-18,167.64000000000001,165.1,125.0,Orthodox,1989-08-16,154.94,152.4,115.0,31.0,29.0,2018
Alexander Hernandez,Olivier Aubin-Mercier,0,0,0.48,0.59,0.4,0.33,0,1,2,3,1,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),,2018-07-28,"Calgary, Alberta, Canada",Lightweight Bout,Alexander Hernandez,True,False,False,False,81,39,32,19,137,86,50,37,10,4,6,2,55,24,18,8,24,15,11,9,2,0,3,2,37,10,21,9,25,17,10,9,19,12,1,1,Lightweight,3,900,15.0,Orthodox,1992-10-01,175.26,182.88,155.0,Southpaw,1989-02-23,175.26,177.8,155.0,26.0,29.0,2018
Jordan Mein,Alex Morono,0,0,0.36,0.29,0.75,0.0,0,1,5,3,1,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Keith Peterson,2018-07-28,"Calgary, Alberta, Canada",Welterweight Bout,Jordan Mein,True,False,False,False,38,14,67,20,53,27,108,58,4,3,0,0,32,9,59,15,3,3,5,3,3,2,3,2,26,6,57,16,0,0,0,0,12,8,10,4,Welterweight,3,900,15.0,Orthodox,1989-10-10,182.88,185.42000000000002,170.0,Orthodox,1990-08-16,180.34,182.88,170.0,29.0,28.0,2018
Hakeem Dawodu,Austin Arnett,0,0,0.44,0.33,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,2018-07-28,"Calgary, Alberta, Canada",Featherweight Bout,Hakeem Dawodu,True,False,False,False,170,75,68,23,176,80,68,23,1,0,4,0,108,28,67,22,18,8,1,1,44,39,0,0,159,70,67,22,11,5,1,1,0,0,0,0,Featherweight,3,900,15.0,Orthodox,1991-07-02,172.72,185.42000000000002,145.0,Orthodox,1991-10-22,182.88,182.88,145.0,27.0,27.0,2018
Kajan Johnson,Islam Makhachev,0,0,0.41,0.38,0.0,1.0,0,1,0,2,0,0,Submission,1,283,3 Rnd (5-5-5),Andy Social,2018-07-28,"Calgary, Alberta, Canada",Lightweight Bout,Islam Makhachev,False,False,True,False,17,7,18,7,17,7,26,14,0,0,1,1,6,0,17,6,5,3,1,1,6,4,0,0,17,7,9,1,0,0,0,0,0,0,9,6,Lightweight,3,283,4.716666666666667,Orthodox,1984-04-21,180.34,190.5,155.0,Orthodox,1991-10-27,177.8,177.8,155.0,34.0,27.0,2018
Gadzhimurad Antigulov,Ion Cutelaba,0,0,0.66,0.86,0.37,0.0,0,0,0,0,0,0,KO/TKO,1,265,3 Rnd (5-5-5),Marc Goddard,2018-07-28,"Calgary, Alberta, Canada",Light Heavyweight Bout,Ion Cutelaba,False,True,False,False,18,12,46,40,22,16,46,40,8,3,0,0,14,8,31,27,3,3,15,13,1,1,0,0,2,0,4,2,10,9,42,38,6,3,0,0,Light Heavyweight,3,265,4.416666666666667,Orthodox,1987-02-09,180.34,177.8,205.0,Southpaw,1993-12-14,185.42,190.5,205.0,31.0,25.0,2018
John Makdessi,Ross Pearson,0,0,0.5,0.35,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,2018-07-28,"Calgary, Alberta, Canada",Lightweight Bout,John Makdessi,True,False,False,False,261,131,224,79,265,134,226,81,0,0,2,0,211,99,182,51,25,13,15,9,25,19,27,19,244,120,223,79,17,11,1,0,0,0,0,0,Lightweight,3,900,15.0,Orthodox,1985-05-03,172.72,172.72,155.0,Orthodox,1984-09-26,172.72,175.26,155.0,33.0,34.0,2018
Alexis Davis,Katlyn Chookagian,0,0,0.34,0.3,0.5,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Andy Social,2018-07-28,"Calgary, Alberta, Canada",Women's Flyweight Bout,Katlyn Chookagian,True,False,False,False,201,70,202,62,208,77,202,62,2,1,0,0,141,24,188,50,17,10,11,9,43,36,3,3,196,66,201,61,5,4,1,1,0,0,0,0,Women's Flyweight,3,900,15.0,Orthodox,1984-10-04,167.64000000000001,172.72,125.0,Orthodox,1988-12-28,175.26,172.72,125.0,34.0,30.0,2018
Dustin Ortiz,Matheus Nicolau,1,0,0.18,0.43,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,229,3 Rnd (5-5-5),Keith Peterson,2018-07-28,"Calgary, Alberta, Canada",Flyweight Bout,Dustin Ortiz,False,True,False,False,43,8,16,7,43,8,16,7,0,0,0,0,37,6,8,2,2,0,5,2,4,2,3,3,36,5,16,7,0,0,0,0,7,3,0,0,Flyweight,3,229,3.816666666666667,Orthodox,1988-12-25,165.1,165.1,125.0,,1993-01-06,167.64000000000001,167.64000000000001,125.0,30.0,25.0,2018
Randa Markos,Nina Ansaroff,0,0,0.31,0.41,0.09,0.0,0,0,1,1,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,2018-07-28,"Calgary, Alberta, Canada",Women's Strawweight Bout,Nina Ansaroff,True,False,False,False,72,23,118,49,79,30,127,56,11,1,0,0,68,20,84,20,2,2,10,6,2,1,24,23,61,17,107,44,0,0,4,1,11,6,7,4,Women's Strawweight,3,900,15.0,Orthodox,1985-08-10,162.56,160.02,115.0,Orthodox,1985-12-03,165.1,162.56,115.0,33.0,33.0,2018
Devin Powell,Alvaro Herrera,1,0,0.46,0.3,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,112,3 Rnd (5-5-5),Marc Goddard,2018-07-28,"Calgary, Alberta, Canada",Lightweight Bout,Devin Powell,False,True,False,False,26,12,23,7,26,12,23,7,1,0,0,0,14,3,19,3,7,5,4,4,5,4,0,0,24,10,22,6,0,0,0,0,2,2,1,1,Lightweight,3,112,1.8666666666666667,Orthodox,1988-03-01,182.88,185.42000000000002,155.0,,1990-05-14,182.88,187.96,155.0,30.0,28.0,2018
Mauricio Rua,Anthony Smith,0,1,0.33,0.74,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,89,5 Rnd (5-5-5-5-5),Marc Goddard,2018-07-22,"Hamburg, Hamburg, Germany",Light Heavyweight Bout,Anthony Smith,False,True,False,False,12,4,31,23,12,4,31,23,0,0,0,0,7,0,29,21,1,1,0,0,4,3,2,2,12,4,31,23,0,0,0,0,0,0,0,0,Light Heavyweight,5,89,1.4833333333333334,Orthodox,1981-11-25,185.42,193.04,205.0,Orthodox,1988-07-26,193.04,193.04,205.0,37.0,30.0,2018
Glover Teixeira,Corey Anderson,0,0,0.43,0.49,0.0,0.36,1,0,0,7,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Leon Roberts,2018-07-22,"Hamburg, Hamburg, Germany",Light Heavyweight Bout,Corey Anderson,True,False,False,False,46,20,97,48,54,27,140,88,4,0,19,7,39,15,87,39,7,5,9,8,0,0,1,1,42,17,69,31,2,1,16,5,2,2,12,12,Light Heavyweight,3,900,15.0,Orthodox,1979-10-28,187.96,193.04,205.0,Orthodox,1989-09-22,190.5,200.66,205.0,39.0,29.0,2018
Vitor Miranda,Abu Azaitar,0,0,0.42,0.37,0.75,1.0,1,0,6,2,1,1,Decision - Unanimous,3,300,3 Rnd (5-5-5),Kevin Sataki,2018-07-22,"Hamburg, Hamburg, Germany",Middleweight Bout,Abu Azaitar,True,False,False,False,45,19,128,48,91,63,226,135,4,3,1,1,32,10,109,33,6,3,15,11,7,6,4,4,34,12,104,30,3,3,8,5,8,4,16,13,Middleweight,3,900,15.0,Orthodox,1979-03-10,185.42,195.58,185.0,Orthodox,1986-03-10,175.26,193.04,185.0,39.0,32.0,2018
Marcin Tybura,Stefan Struve,0,0,0.6,0.39,0.71,0.0,0,0,3,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Marc Goddard,2018-07-22,"Hamburg, Hamburg, Germany",Heavyweight Bout,Marcin Tybura,True,False,False,False,68,41,78,31,123,87,81,33,7,5,0,0,37,17,64,20,14,10,5,3,17,14,9,8,42,19,73,27,0,0,3,3,26,22,2,1,Heavyweight,3,900,15.0,Orthodox,1985-11-09,190.5,198.12,249.0,Orthodox,1988-02-18,210.82,213.36,265.0,33.0,30.0,2018
Danny Roberts,David Zawada,0,0,0.51,0.51,0.0,0.4,1,5,4,3,0,1,Decision - Split,3,300,3 Rnd (5-5-5),Leon Roberts,2018-07-22,"Hamburg, Hamburg, Germany",Welterweight Bout,Danny Roberts,True,False,False,False,87,45,64,33,117,68,99,63,2,0,5,2,73,32,51,21,6,6,11,10,8,7,2,2,45,14,48,18,1,1,11,10,41,30,5,5,Welterweight,3,900,15.0,Southpaw,1987-07-14,185.42,187.96,170.0,Orthodox,1990-08-01,182.88,190.5,170.0,31.0,28.0,2018
Nasrat Haqparast,Marc Diakiese,1,0,0.46,0.22,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Tomasz Bronder,2018-07-22,"Hamburg, Hamburg, Germany",Lightweight Bout,Nasrat Haqparast,True,False,False,False,198,93,220,50,208,102,220,50,2,0,4,0,180,79,194,28,11,7,24,20,7,7,2,2,170,75,218,49,11,10,2,1,17,8,0,0,Lightweight,3,900,15.0,Southpaw,1995-08-22,177.8,182.88,155.0,Orthodox,1993-03-16,177.8,185.42000000000002,155.0,23.0,25.0,2018
Nick Hein,Damir Hadzovic,0,1,0.21,0.45,0.0,0.0,0,0,0,0,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Rich Mitchell,2018-07-22,"Hamburg, Hamburg, Germany",Lightweight Bout,Damir Hadzovic,True,False,False,False,198,43,155,71,198,43,155,71,0,0,0,0,182,32,127,48,12,8,17,12,4,3,11,11,198,43,152,68,0,0,2,2,0,0,1,1,Lightweight,3,900,15.0,Southpaw,1984-04-24,167.64000000000001,167.64000000000001,155.0,Orthodox,1986-08-08,175.26,177.8,155.0,34.0,32.0,2018
Emil Meek,Bartosz Fabinski,0,0,0.32,0.72,0.0,0.66,1,0,0,8,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Kevin Sataki,2018-07-22,"Hamburg, Hamburg, Germany",Welterweight Bout,Bartosz Fabinski,True,False,False,False,65,21,48,35,115,69,91,72,0,0,9,6,60,20,40,28,5,1,5,4,0,0,3,3,56,14,19,12,5,3,4,3,4,4,25,20,Welterweight,3,900,15.0,Switch,1988-08-20,180.34,187.96,170.0,Orthodox,1986-04-26,182.88,190.5,170.0,30.0,32.0,2018
Khalid Taha,Nad Narimani,0,0,0.56,0.65,0.0,0.54,0,0,0,6,2,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Marc Goddard,2018-07-22,"Hamburg, Hamburg, Germany",Featherweight Bout,Nad Narimani,True,False,False,False,57,32,69,45,91,59,97,67,0,0,11,6,44,24,56,37,6,3,10,5,7,5,3,3,41,21,32,14,11,7,7,5,5,4,30,26,Featherweight,3,900,15.0,Orthodox,1992-02-15,165.1,175.26,135.0,Orthodox,1987-04-14,172.72,177.8,145.0,26.0,31.0,2018
Justin Ledet,Aleksandar Rakic,0,1,0.46,0.72,0.0,0.75,0,0,0,4,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Leon Roberts,2018-07-22,"Hamburg, Hamburg, Germany",Light Heavyweight Bout,Aleksandar Rakic,True,False,False,False,26,12,144,104,42,28,317,263,1,0,4,3,24,12,122,88,0,0,5,5,2,0,17,11,26,12,42,24,0,0,4,2,0,0,98,78,Light Heavyweight,3,900,15.0,Orthodox,1988-09-28,193.04,203.2,205.0,Orthodox,1992-02-06,193.04,198.12,205.0,30.0,26.0,2018
Davey Grant,Manny Bermudez,0,1,0.66,0.6,0.0,0.0,0,2,0,1,0,0,Submission,1,59,3 Rnd (5-5-5),Tomaz Bendy,2018-07-22,"Hamburg, Hamburg, Germany",Bantamweight Bout,Manny Bermudez,False,False,True,False,6,4,5,3,6,4,5,3,0,0,0,0,2,1,5,3,1,0,0,0,3,3,0,0,6,4,4,2,0,0,0,0,0,0,1,1,Bantamweight,3,59,0.9833333333333333,,1985-12-18,172.72,175.26,135.0,Orthodox,1994-07-16,177.8,180.34,135.0,33.0,24.0,2018
Jeremy Kimball,Darko Stosic,0,0,0.25,0.56,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,193,3 Rnd (5-5-5),Rich Mitchell,2018-07-22,"Hamburg, Hamburg, Germany",Light Heavyweight Bout,Darko Stosic,False,True,False,False,16,4,16,9,16,4,17,9,1,0,0,0,13,1,12,8,0,0,2,0,3,3,2,1,16,4,5,1,0,0,0,0,0,0,11,8,Light Heavyweight,3,193,3.216666666666667,Switch,1991-01-03,182.88,182.88,205.0,Orthodox,1992-02-09,182.88,193.04,205.0,27.0,26.0,2018
Damian Stasiak,Liu Pingyuan,0,0,0.48,0.41,0.37,1.0,0,2,2,0,0,1,Decision - Unanimous,3,300,3 Rnd (5-5-5),Kevin Sataki,2018-07-22,"Hamburg, Hamburg, Germany",Bantamweight Bout,Liu Pingyuan,True,False,False,False,49,24,77,32,55,30,106,59,8,3,1,1,29,11,64,21,11,7,10,8,9,6,3,3,37,14,58,18,4,4,7,5,8,6,12,9,Bantamweight,3,900,15.0,Orthodox,1990-02-20,165.1,177.8,135.0,Orthodox,1993-02-13,167.64000000000001,182.88,135.0,28.0,25.0,2018
Junior Dos Santos,Blagoy Ivanov,0,0,0.44,0.22,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,5,300,5 Rnd (5-5-5-5-5),Herb Dean,2018-07-14,"Boise, Idaho, USA",Heavyweight Bout,Junior Dos Santos,True,False,False,False,248,110,229,51,248,110,229,51,1,0,0,0,170,66,213,40,75,41,15,10,3,3,1,1,248,110,227,49,0,0,2,2,0,0,0,0,Heavyweight,5,1500,25.0,Orthodox,1984-01-30,193.04,195.58,238.0,Southpaw,1986-10-09,180.34,185.42000000000002,250.0,34.0,32.0,2018
Sage Northcutt,Zak Ottow,1,1,0.64,0.37,1.0,0.25,1,1,1,6,0,0,KO/TKO,2,193,3 Rnd (5-5-5),Jason Herzog,2018-07-14,"Boise, Idaho, USA",Welterweight Bout,Sage Northcutt,False,True,False,False,37,24,16,6,50,37,47,33,1,1,4,1,28,18,14,5,8,6,2,1,1,0,0,0,15,6,2,1,13,11,2,1,9,7,12,4,Welterweight,3,493,8.216666666666667,Orthodox,1996-03-01,182.88,180.34,170.0,Orthodox,1986-12-22,180.34,182.88,170.0,22.0,32.0,2018
Dennis Bermudez,Rick Glenn,0,0,0.36,0.35,0.42,0.0,0,1,1,0,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Tom Supnet,2018-07-14,"Boise, Idaho, USA",Featherweight Bout,Rick Glenn,True,False,False,False,114,42,137,48,132,56,151,59,14,6,0,0,87,25,110,32,22,13,20,13,5,4,7,3,95,29,126,41,5,5,5,2,14,8,6,5,Featherweight,3,900,15.0,Orthodox,1986-12-13,167.64000000000001,167.64000000000001,155.0,Southpaw,1989-04-12,182.88,177.8,145.0,32.0,29.0,2018
Randy Brown,Niko Price,0,0,0.35,0.3,0.5,0.5,0,0,1,0,0,1,KO/TKO,2,69,3 Rnd (5-5-5),Herb Dean,2018-07-14,"Boise, Idaho, USA",Welterweight Bout,Niko Price,False,True,False,False,37,13,39,12,43,18,81,40,2,1,2,1,29,9,33,9,4,3,3,1,4,1,3,2,22,7,23,2,7,4,4,1,8,2,12,9,Welterweight,3,369,6.15,Orthodox,1990-07-08,190.5,198.12,170.0,Orthodox,1989-09-29,182.88,193.04,170.0,28.0,29.0,2018
