R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,win_by,last_round,last_round_time,Format,Referee,date,location,Fight_type,Winner,win_by_Decision,win_by_KO,win_by_Submission,win_by_Other,R_SIG_STR._att,R_SIG_STR._landed,B_SIG_STR._att,B_SIG_STR._landed,R_TOTAL_STR._att,R_TOTAL_STR._landed,B_TOTAL_STR._att,B_TOTAL_STR._landed,R_TD_att,R_TD_landed,B_TD_att,B_TD_landed,R_HEAD_att,R_HEAD_landed,B_HEAD_att,B_HEAD_landed,R_BODY_att,R_BODY_landed,B_BODY_att,B_BODY_landed,R_LEG_att,R_LEG_landed,B_LEG_att,B_LEG_landed,R_DISTANCE_att,R_DISTANCE_landed,B_DISTANCE_att,B_DISTANCE_landed,R_CLINCH_att,R_CLINCH_landed,B_CLINCH_att,B_CLINCH_landed,R_GROUND_att,R_GROUND_landed,B_GROUND_att,B_GROUND_landed,weight_class,No_of_rounds,total_time_fought(seconds),total_time_fought(minutes),R_Stance,R_DOB,R_Height,R_Reach,R_Weight,B_Stance,B_DOB,B_Height,B_Reach,B_Weight,R_age,B_age,fight_year
Dustin Ortiz,Ray Borg,0,0,0.57,0.44,0.5,0.62,0,2,1,1,1,1,Decision - Split,3,300,3 Rnd (5-5-5),Jorge Alonso,2014-04-19,"Orlando, Florida, USA",Flyweight Bout,Dustin Ortiz,True,False,False,False,80,46,27,12,144,107,37,21,4,2,8,5,43,14,21,9,33,28,5,3,4,4,1,0,39,12,14,5,27,22,7,2,14,12,6,5,Flyweight,3,900,15.0,Orthodox,1988-12-25,165.1,165.1,125.0,Orthodox,1993-08-04,162.56,160.02,135.0,26.0,21.0,2014
Mirsad Bektic,Chas Skelly,0,0,0.3,0.22,0.5,0.0,0,0,3,1,1,1,Decision - Majority,3,300,3 Rnd (5-5-5),Jorge Ortiz,2014-04-19,"Orlando, Florida, USA",Featherweight Bout,Mirsad Bektic,True,False,False,False,90,27,85,19,148,80,101,32,4,2,4,0,85,25,83,17,5,2,1,1,0,0,1,1,77,18,73,10,4,2,9,6,9,7,3,3,Featherweight,3,900,15.0,Orthodox,1991-02-16,172.72,177.8,145.0,Orthodox,1985-05-11,180.34,182.88,145.0,23.0,29.0,2014
Derrick Lewis,Jack May,0,0,0.81,0.83,1.0,0.33,0,0,2,1,0,1,KO/TKO,1,263,3 Rnd (5-5-5),John McCarthy,2014-04-19,"Orlando, Florida, USA",Heavyweight Bout,Derrick Lewis,False,True,False,False,27,22,6,5,31,26,24,23,1,1,3,1,27,22,2,1,0,0,2,2,0,0,2,2,0,0,3,2,2,2,0,0,25,20,3,3,Heavyweight,3,263,4.383333333333334,Orthodox,1985-02-07,190.5,200.66,260.0,Switch,1981-04-14,203.2,200.66,255.0,29.0,33.0,2014
Michael Bisping,Tim Kennedy,0,0,0.29,0.48,0.0,0.45,0,0,0,11,0,0,Decision - Unanimous,5,300,5 Rnd (5-5-5-5-5),Yves Lavigne,2014-04-16,"Quebec City, Quebec, Canada",Middleweight Bout,Tim Kennedy,True,False,False,False,137,40,106,51,151,53,141,76,0,0,11,5,128,35,78,32,8,4,19,12,1,1,9,7,135,38,82,36,2,2,7,6,0,0,17,9,Middleweight,5,1500,25.0,Orthodox,1979-02-28,185.42,190.5,185.0,Orthodox,1979-09-01,180.34,187.96,185.0,35.0,35.0,2014
Patrick Cote,Kyle Noke,0,0,0.54,0.58,0.33,0.0,0,0,2,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,2014-04-16,"Quebec City, Quebec, Canada",Welterweight Bout,Patrick Cote,True,False,False,False,61,33,85,50,162,127,103,67,9,3,0,0,45,22,42,20,9,5,23,12,7,6,20,18,23,6,62,33,12,5,13,8,26,22,10,9,Welterweight,3,900,15.0,Orthodox,1980-02-29,180.34,180.34,170.0,Southpaw,1980-03-18,185.42,193.04,170.0,34.0,34.0,2014
Sheldon Westcott,Elias Theodorou,0,0,0.41,0.7,0.5,1.0,0,0,1,3,0,0,KO/TKO,2,281,3 Rnd (5-5-5),Philippe Chartier,2014-04-16,"Quebec City, Quebec, Canada",TUF Nations Canada vs. Australia Middleweight Tournament Title Bout,Elias Theodorou,False,True,False,False,31,13,103,73,37,18,132,98,4,2,3,3,23,9,82,57,7,3,15,10,1,1,6,6,22,7,38,21,9,6,13,11,0,0,52,41,Middleweight,3,581,9.683333333333334,Southpaw,1984-08-20,185.42,180.34,170.0,Orthodox,1988-05-31,185.42,190.5,185.0,30.0,26.0,2014
Chad Laprise,Olivier Aubin-Mercier,0,0,0.4,0.38,0.0,0.22,0,0,0,0,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Yves Lavigne,2014-04-16,"Quebec City, Quebec, Canada",TUF Nations Canada vs. Australia Welterweight Tournament Title Bout,Chad Laprise,True,False,False,False,174,71,116,45,175,72,117,46,0,0,9,2,127,30,96,30,23,18,18,13,24,23,2,2,161,64,111,41,12,6,5,4,1,1,0,0,Welterweight,3,900,15.0,Orthodox,1986-07-23,177.8,180.34,170.0,Southpaw,1989-02-23,175.26,177.8,155.0,28.0,25.0,2014
Dustin Poirier,Akira Corassani,1,0,0.5,0.36,0.0,0.0,1,0,0,0,0,0,KO/TKO,2,42,3 Rnd (5-5-5),Dan Miragliotta,2014-04-16,"Quebec City, Quebec, Canada",Featherweight Bout,Dustin Poirier,False,True,False,False,89,45,66,24,90,46,66,24,1,0,1,0,78,37,57,19,9,8,9,5,2,0,0,0,73,31,61,21,14,12,5,3,2,2,0,0,Featherweight,3,342,5.7,Southpaw,1989-01-19,175.26,182.88,155.0,Orthodox,1982-08-27,172.72,172.72,145.0,25.0,32.0,2014
Sam Stout,KJ Noons,0,1,0.62,0.63,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,30,3 Rnd (5-5-5),Philippe Chartier,2014-04-16,"Quebec City, Quebec, Canada",Welterweight Bout,KJ Noons,False,True,False,False,8,5,11,7,8,5,11,7,0,0,0,0,3,1,4,3,1,0,0,0,4,4,7,4,8,5,8,5,0,0,0,0,0,0,3,2,Welterweight,3,30,0.5,Orthodox,1984-04-23,175.26,177.8,155.0,Orthodox,1982-12-07,177.8,182.88,155.0,30.0,32.0,2014
Sarah Kaufman,Leslie Smith,0,0,0.54,0.32,1.0,0.0,0,0,1,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,2014-04-16,"Quebec City, Quebec, Canada",Women's Bantamweight Bout,Sarah Kaufman,True,False,False,False,370,202,243,79,403,232,265,100,1,1,5,0,259,106,206,50,61,48,17,9,50,48,20,20,259,112,202,53,105,84,41,26,6,6,0,0,Women's Bantamweight,3,900,15.0,Orthodox,1985-09-20,165.1,170.18,135.0,Orthodox,1982-08-17,175.26,167.64000000000001,135.0,29.0,32.0,2014
Ryan Jimmo,Sean O'Connell,1,0,0.62,0.6,1.0,0.0,0,0,0,0,0,0,KO/TKO,1,267,3 Rnd (5-5-5),Dan Miragliotta,2014-04-16,"Quebec City, Quebec, Canada",Light Heavyweight Bout,Ryan Jimmo,False,True,False,False,32,20,25,15,44,29,56,41,1,1,1,0,22,12,13,6,10,8,11,9,0,0,1,0,16,7,14,5,13,10,11,10,3,3,0,0,Light Heavyweight,3,267,4.45,Orthodox,1981-11-27,185.42,185.42000000000002,205.0,Orthodox,1983-09-02,185.42,187.96,205.0,33.0,31.0,2014
George Roop,Dustin Kimura,0,0,0.48,0.22,1.0,0.5,0,0,2,2,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Philippe Chartier,2014-04-16,"Quebec City, Quebec, Canada",Bantamweight Bout,George Roop,True,False,False,False,109,53,31,7,135,74,45,19,2,2,6,3,95,43,25,3,12,9,6,4,2,1,0,0,51,15,22,2,10,3,5,3,48,35,4,2,Bantamweight,3,900,15.0,Orthodox,1981-11-10,185.42,182.88,135.0,Orthodox,1989-05-21,170.18,180.34,135.0,33.0,25.0,2014
Mark Bocek,Mike de la Torre,0,0,0.4,0.32,0.23,0.5,0,0,1,0,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Yves Lavigne,2014-04-16,"Quebec City, Quebec, Canada",Lightweight Bout,Mark Bocek,True,False,False,False,171,70,177,57,209,108,270,144,13,3,2,1,136,45,159,43,25,17,17,13,10,8,1,1,121,31,157,38,50,39,19,18,0,0,1,1,Lightweight,3,900,15.0,Orthodox,1981-10-24,172.72,190.5,155.0,Orthodox,1986-09-22,180.34,180.34,145.0,33.0,28.0,2014
Nordine Taleb,Vik Grujic,0,0,0.64,0.12,1.0,0.0,0,0,3,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,2014-04-16,"Quebec City, Quebec, Canada",Middleweight Bout,Nordine Taleb,True,False,False,False,75,48,32,4,161,131,72,44,4,4,1,0,43,24,27,3,26,22,5,1,6,2,0,0,26,9,29,2,9,9,3,2,40,30,0,0,Middleweight,3,900,15.0,Orthodox,1981-06-10,185.42,187.96,170.0,Orthodox,1977-02-06,180.34,185.42000000000002,170.0,33.0,37.0,2014
Richard Walsh,Chris Indich,0,0,0.58,0.24,0.55,0.0,0,2,2,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Philippe Chartier,2014-04-16,"Quebec City, Quebec, Canada",Welterweight Bout,Richard Walsh,True,False,False,False,122,71,49,12,212,153,65,27,9,5,1,0,93,50,32,3,20,15,5,1,9,6,12,8,52,16,39,9,53,39,10,3,17,16,0,0,Welterweight,3,900,15.0,,1988-12-01,182.88,185.42000000000002,170.0,,1987-04-22,177.8,185.42000000000002,170.0,26.0,27.0,2014
Mitch Gagnon,Tim Gorman,0,0,0.47,0.21,0.66,0.0,5,0,0,1,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,2014-04-16,"Quebec City, Quebec, Canada",Bantamweight Bout,Mitch Gagnon,True,False,False,False,98,47,69,15,144,93,106,50,3,2,10,0,70,22,64,12,20,19,1,1,8,6,4,2,72,27,53,8,14,11,13,7,12,9,3,0,Bantamweight,3,900,15.0,Southpaw,1984-10-10,165.1,165.1,135.0,Southpaw,1983-04-29,165.1,172.72,135.0,30.0,31.0,2014
Minotauro Nogueira,Roy Nelson,0,2,0.32,0.54,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,217,5 Rnd (5-5-5-5-5),Leon Roberts,2014-04-11,"Abu Dhabi, United Arab Emirates",Heavyweight Bout,Roy Nelson,False,True,False,False,37,12,35,19,37,12,36,20,0,0,0,0,36,12,33,18,1,0,2,1,0,0,0,0,37,12,34,18,0,0,0,0,0,0,1,1,Heavyweight,5,217,3.6166666666666667,Orthodox,1976-06-02,190.5,195.58,240.0,Orthodox,1976-06-20,182.88,182.88,263.0,38.0,38.0,2014
Clay Guida,Tatsuya Kawajiri,1,0,0.69,0.37,0.3,0.2,0,1,1,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Marc Goddard,2014-04-11,"Abu Dhabi, United Arab Emirates",Featherweight Bout,Clay Guida,True,False,False,False,68,47,51,19,113,92,68,36,10,3,5,1,39,18,48,18,7,7,2,0,22,22,1,1,32,12,43,12,17,17,8,7,19,18,0,0,Featherweight,3,900,15.0,Orthodox,1981-12-08,170.18,177.8,155.0,Orthodox,1978-05-08,170.18,175.26,145.0,33.0,36.0,2014
John Howard,Ryan LaFlare,1,0,0.66,0.65,0.5,0.57,0,0,1,6,0,1,Decision - Unanimous,3,300,3 Rnd (5-5-5),Leon Roberts,2014-04-11,"Abu Dhabi, United Arab Emirates",Welterweight Bout,Ryan LaFlare,True,False,False,False,53,35,97,64,92,73,135,97,2,1,7,4,34,17,56,27,11,10,36,32,8,8,5,5,38,25,56,28,14,9,24,20,1,1,17,16,Welterweight,3,900,15.0,Orthodox,1983-03-01,170.18,180.34,170.0,Southpaw,1983-10-01,185.42,187.96,170.0,31.0,31.0,2014
Ramsey Nijem,Beneil Dariush,2,0,0.66,0.45,1.0,0.0,1,0,4,0,0,0,KO/TKO,1,260,3 Rnd (5-5-5),Neil Hall,2014-04-11,"Abu Dhabi, United Arab Emirates",Lightweight Bout,Ramsey Nijem,False,True,False,False,51,34,20,9,121,92,25,14,1,1,1,0,39,25,14,6,6,3,6,3,6,6,0,0,28,15,14,6,1,0,6,3,22,19,0,0,Lightweight,3,260,4.333333333333333,Orthodox,1988-04-01,180.34,190.5,155.0,Southpaw,1989-05-06,177.8,182.88,155.0,26.0,25.0,2014
Jared Rosholt,Daniel Omielanczuk,0,0,0.66,0.66,0.6,0.0,0,0,8,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Marc Goddard,2014-04-11,"Abu Dhabi, United Arab Emirates",Heavyweight Bout,Jared Rosholt,True,False,False,False,51,34,15,10,151,124,50,41,5,3,0,0,34,17,10,5,16,16,4,4,1,1,1,1,14,4,11,7,1,0,1,1,36,30,3,2,Heavyweight,3,900,15.0,Orthodox,1986-08-04,187.96,190.5,265.0,Southpaw,1982-08-31,182.88,187.96,247.0,28.0,32.0,2014
Thales Leites,Trevor Smith,1,0,0.62,0.3,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,45,3 Rnd (5-5-5),Neil Hall,2014-04-11,"Abu Dhabi, United Arab Emirates",Middleweight Bout,Thales Leites,False,True,False,False,8,5,10,3,12,9,10,3,0,0,0,0,8,5,6,1,0,0,2,1,0,0,2,1,6,3,10,3,0,0,0,0,2,2,0,0,Middleweight,3,45,0.75,Orthodox,1981-09-06,185.42,198.12,185.0,Orthodox,1981-01-05,190.5,190.5,185.0,33.0,33.0,2014
Alan Omer,Jim Alers,0,1,0.57,0.38,0.33,0.4,0,0,1,0,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Marc Goddard,2014-04-11,"Abu Dhabi, United Arab Emirates",Featherweight Bout,Jim Alers,True,False,False,False,101,58,93,36,112,69,163,97,3,1,5,2,70,33,70,20,15,10,9,5,16,15,14,11,58,26,57,14,27,22,22,12,16,10,14,10,Featherweight,3,900,15.0,Orthodox,1988-09-14,177.8,180.34,145.0,Orthodox,1986-10-14,175.26,180.34,145.0,26.0,28.0,2014
Rani Yahya,Johnny Bedford,0,0,0.37,0.66,0.0,0.0,0,0,0,0,0,0,Could Not Continue,1,39,3 Rnd (5-5-5),Neil Hall,2014-04-11,"Abu Dhabi, United Arab Emirates",Bantamweight Bout,Draw,False,False,False,True,8,3,6,4,8,3,6,4,1,0,0,0,4,0,6,4,1,1,0,0,3,2,0,0,8,3,4,2,0,0,0,0,0,0,2,2,Bantamweight,3,39,0.65,Orthodox,1984-09-12,167.64000000000001,170.18,135.0,Orthodox,1983-01-06,177.8,180.34,135.0,30.0,31.0,2014
Mauricio Rua,Dan Henderson,2,1,0.5,0.38,0.5,0.0,0,0,2,0,0,0,KO/TKO,3,91,5 Rnd (5-5-5-5-5),Herb Dean,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Light Heavyweight Bout,Dan Henderson,False,True,False,False,96,48,60,23,128,79,70,32,2,1,2,0,74,31,51,16,7,4,4,3,15,13,5,4,71,31,46,14,5,4,10,5,20,13,4,4,Light Heavyweight,5,691,11.516666666666667,Orthodox,1981-11-25,185.42,193.04,205.0,Orthodox,1970-08-24,180.34,187.96,185.0,33.0,44.0,2014
Cezar Ferreira,CB Dollaway,0,1,0.37,0.75,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,39,3 Rnd (5-5-5),Mario Yamasaki,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Middleweight Bout,CB Dollaway,False,True,False,False,8,3,16,12,8,3,17,13,0,0,0,0,8,3,16,12,0,0,0,0,0,0,0,0,8,3,7,5,0,0,0,0,0,0,9,7,Middleweight,3,39,0.65,Southpaw,1985-02-15,185.42,198.12,185.0,Orthodox,1983-08-10,187.96,193.04,185.0,29.0,31.0,2014
Leonardo Santos,Norman Parke,0,0,0.35,0.29,0.0,0.0,0,0,0,0,0,0,Decision - Majority,3,300,3 Rnd (5-5-5),Wernei Cardoso,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Lightweight Bout,Draw,True,False,False,False,73,26,124,37,98,50,188,92,5,0,8,0,56,14,94,21,11,7,12,8,6,5,18,8,67,24,97,20,6,2,27,17,0,0,0,0,Lightweight,3,900,15.0,Orthodox,1980-02-05,182.88,190.5,155.0,,1986-12-22,180.34,177.8,155.0,34.0,28.0,2014
Fabio Maldonado,Gian Villante,0,0,0.6,0.35,0.0,0.25,0,0,0,3,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Herb Dean,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Light Heavyweight Bout,Fabio Maldonado,True,False,False,False,217,132,92,33,237,150,108,46,0,0,12,3,168,100,68,13,48,31,5,1,1,1,19,19,207,125,64,14,8,6,12,7,2,1,16,12,Light Heavyweight,3,900,15.0,Orthodox,1980-03-17,185.42,190.5,205.0,Orthodox,1985-08-18,190.5,193.04,205.0,34.0,29.0,2014
Michel Prazeres,Mairbek Taisumov,1,0,0.52,0.28,0.27,0.0,0,0,9,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Lightweight Bout,Michel Prazeres,True,False,False,False,67,35,91,26,106,66,106,40,11,3,0,0,58,26,79,16,4,4,8,6,5,5,4,4,53,24,81,23,7,5,5,3,7,6,5,0,Lightweight,3,900,15.0,Orthodox,1981-07-25,167.64000000000001,170.18,170.0,Orthodox,1988-08-08,175.26,185.42000000000002,155.0,33.0,26.0,2014
Rony Jason,Steven Siler,1,0,0.37,0.5,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,77,3 Rnd (5-5-5),Wernei Cardoso,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Featherweight Bout,Rony Jason,False,True,False,False,8,3,22,11,8,3,22,11,0,0,0,0,8,3,12,5,0,0,4,2,0,0,6,4,8,3,21,10,0,0,0,0,0,0,1,1,Featherweight,3,77,1.2833333333333334,Orthodox,1984-03-21,170.18,177.8,145.0,Orthodox,1987-02-15,180.34,177.8,145.0,30.0,27.0,2014
Ronny Markes,Thiago Santos,0,1,0.0,0.43,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,53,3 Rnd (5-5-5),Mario Yamasaki,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Middleweight Bout,Thiago Santos,False,True,False,False,1,0,16,7,1,0,17,8,0,0,0,0,1,0,14,6,0,0,1,1,0,0,1,0,1,0,5,1,0,0,0,0,0,0,11,6,Middleweight,3,53,0.8833333333333333,Orthodox,1988-04-21,185.42,190.5,185.0,Orthodox,1984-01-07,187.96,193.04,205.0,26.0,30.0,2014
Jussier Formiga,Scott Jorgensen,0,0,0.39,0.25,0.25,0.0,1,0,1,0,0,0,Submission,1,187,3 Rnd (5-5-5),Wernei Cardoso,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Flyweight Bout,Jussier Formiga,False,False,True,False,23,9,24,6,27,13,27,9,4,1,0,0,20,7,23,5,3,2,0,0,0,0,1,1,19,6,23,6,2,2,1,0,2,1,0,0,Flyweight,3,187,3.1166666666666667,Orthodox,1985-04-14,165.1,170.18,125.0,Orthodox,1982-09-17,165.1,167.64000000000001,135.0,29.0,32.0,2014
Thiago Perpetuo,Kenny Robertson,0,0,0.0,0.64,1.0,1.0,0,1,0,2,0,0,Submission,1,105,3 Rnd (5-5-5),Herb Dean,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Welterweight Bout,Kenny Robertson,False,False,True,False,1,0,14,9,2,1,22,17,1,1,1,1,1,0,13,8,0,0,0,0,0,0,1,1,1,0,4,3,0,0,0,0,0,0,10,6,Welterweight,3,105,1.75,Orthodox,1987-12-14,177.8,180.34,170.0,Orthodox,1984-02-14,177.8,187.96,170.0,27.0,30.0,2014
Francimar Barroso,Hans Stringer,0,0,0.53,0.57,0.37,0.12,0,0,0,1,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Mario Yamasaki,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Light Heavyweight Bout,Hans Stringer,True,False,False,False,67,36,77,44,114,76,135,98,8,3,8,1,35,11,51,21,18,13,7,5,14,12,19,18,44,21,48,20,13,9,17,16,10,6,12,8,Light Heavyweight,3,900,15.0,Orthodox,1980-02-28,185.42,190.5,205.0,Orthodox,1987-07-06,190.5,185.42000000000002,205.0,34.0,27.0,2014
Godofredo Pepey,Noad Lahat,1,0,0.21,0.5,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,159,3 Rnd (5-5-5),Wernei Cardoso,2014-03-23,"Natal, Rio Grande do Norte, Brazil",Featherweight Bout,Godofredo Pepey,False,True,False,False,23,5,22,11,23,5,23,12,0,0,2,0,21,4,13,5,2,1,4,3,0,0,5,3,17,3,16,7,5,2,6,4,1,0,0,0,Featherweight,3,159,2.65,Orthodox,1987-07-02,170.18,185.42000000000002,145.0,Orthodox,1984-06-08,175.26,175.26,145.0,27.0,30.0,2014
Johny Hendricks,Robbie Lawler,0,0,0.39,0.45,0.2,0.0,0,0,0,0,0,0,Decision - Unanimous,5,300,5 Rnd (5-5-5-5-5),Dan Miragliotta,2014-03-15,"Dallas, Texas, USA",UFC Welterweight Title Bout,Johny Hendricks,True,False,False,False,397,158,331,150,426,186,343,162,10,2,0,0,343,111,320,141,9,6,6,5,45,41,5,4,369,138,321,146,26,18,10,4,2,2,0,0,Welterweight,5,1500,25.0,Southpaw,1983-09-12,175.26,175.26,185.0,Southpaw,1982-03-20,180.34,187.96,170.0,31.0,32.0,2014
Carlos Condit,Tyron Woodley,0,1,0.3,0.48,0.0,1.0,1,0,0,0,0,0,KO/TKO,2,120,3 Rnd (5-5-5),Jacob Montalvo,2014-03-15,"Dallas, Texas, USA",Welterweight Bout,Tyron Woodley,False,True,False,False,43,13,29,14,84,52,49,34,0,0,3,3,32,6,23,10,5,3,4,3,6,4,2,1,39,10,20,8,4,3,9,6,0,0,0,0,Welterweight,3,420,7.0,Orthodox,1984-04-26,187.96,190.5,170.0,Orthodox,1982-04-07,175.26,187.96,170.0,30.0,32.0,2014
Diego Sanchez,Myles Jury,0,0,0.26,0.38,0.0,1.0,2,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Kerry Hatley,2014-03-15,"Dallas, Texas, USA",Lightweight Bout,Myles Jury,True,False,False,False,93,25,119,46,105,37,129,54,0,0,3,3,64,10,104,35,21,12,6,3,8,3,9,8,89,21,111,40,3,3,2,2,1,1,6,4,Lightweight,3,900,15.0,Southpaw,1981-12-31,177.8,182.88,170.0,Orthodox,1988-10-31,177.8,185.42000000000002,145.0,33.0,26.0,2014
Jake Shields,Hector Lombard,0,0,0.05,0.48,0.0,1.0,1,0,0,2,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Don Turnage,2014-03-15,"Dallas, Texas, USA",Welterweight Bout,Hector Lombard,True,False,False,False,72,4,56,27,128,58,98,67,7,0,5,5,55,2,46,20,7,2,9,6,10,0,1,1,71,4,28,8,1,0,15,11,0,0,13,8,Welterweight,3,900,15.0,Orthodox,1979-01-09,182.88,182.88,170.0,Southpaw,1978-02-02,175.26,180.34,185.0,35.0,36.0,2014
Ovince Saint Preux,Nikita Krylov,0,0,1.0,0.25,1.0,0.0,1,0,1,0,0,0,Submission,1,89,3 Rnd (5-5-5),Dan Miragliotta,2014-03-15,"Dallas, Texas, USA",Light Heavyweight Bout,Ovince Saint Preux,False,False,True,False,1,1,4,1,1,1,4,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,3,1,1,1,4,1,0,0,0,0,0,0,0,0,Light Heavyweight,3,89,1.4833333333333334,Southpaw,1983-04-08,190.5,203.2,205.0,Orthodox,1992-03-07,190.5,195.58,205.0,31.0,22.0,2014
Kelvin Gastelum,Rick Story,0,1,0.43,0.27,0.5,0.0,0,0,3,1,1,1,Decision - Split,3,300,3 Rnd (5-5-5),Jacob Montalvo,2014-03-15,"Dallas, Texas, USA",Welterweight Bout,Kelvin Gastelum,True,False,False,False,137,59,163,45,142,62,170,51,2,1,1,0,120,45,133,26,6,3,23,12,11,11,7,7,119,50,148,39,16,7,12,5,2,2,3,1,Welterweight,3,900,15.0,Southpaw,1991-10-24,175.26,180.34,185.0,Southpaw,1984-08-28,175.26,180.34,170.0,23.0,30.0,2014
Raquel Pennington,Jessica Andrade,0,0,0.49,0.41,0.66,0.37,2,0,0,3,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Don Turnage,2014-03-15,"Dallas, Texas, USA",Women's Bantamweight Bout,Jessica Andrade,True,False,False,False,167,82,158,66,172,87,185,90,3,2,8,3,134,51,133,47,20,18,21,15,13,13,4,4,111,42,104,38,47,33,51,27,9,7,3,1,Women's Bantamweight,3,900,15.0,Orthodox,1988-09-05,170.18,170.18,135.0,Orthodox,1991-09-25,154.94,157.48,115.0,26.0,23.0,2014
Dennis Bermudez,Jimy Hettes,3,0,0.43,0.53,0.4,0.0,1,0,2,1,0,0,KO/TKO,3,177,3 Rnd (5-5-5),Kerry Hatley,2014-03-15,"Dallas, Texas, USA",Featherweight Bout,Dennis Bermudez,False,True,False,False,126,55,64,34,180,94,88,49,15,6,4,0,96,31,40,16,12,7,17,13,18,17,7,5,44,15,27,10,47,25,36,23,35,15,1,1,Featherweight,3,777,12.95,Orthodox,1986-12-13,167.64000000000001,167.64000000000001,155.0,Southpaw,1987-06-09,175.26,180.34,145.0,28.0,27.0,2014
Sean Spencer,Alex Garcia,0,1,0.36,0.45,0.0,0.72,0,0,0,3,1,0,Decision - Split,3,300,3 Rnd (5-5-5),Don Turnage,2014-03-15,"Dallas, Texas, USA",Welterweight Bout,Alex Garcia,True,False,False,False,160,58,135,61,164,62,142,66,0,0,11,8,132,42,126,53,19,7,6,5,9,9,3,3,139,49,113,50,21,9,20,11,0,0,2,0,Welterweight,3,900,15.0,,1987-06-25,177.8,190.5,170.0,Orthodox,1987-07-14,175.26,182.88,170.0,27.0,27.0,2014
Renee Forte,Francisco Trevino,0,0,0.2,0.4,0.55,0.28,0,0,3,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,2014-03-15,"Dallas, Texas, USA",Lightweight Bout,Francisco Trevino,True,False,False,False,70,14,116,47,79,20,133,63,9,5,7,2,61,11,78,29,8,3,15,6,1,0,23,12,56,9,86,26,13,4,23,17,1,1,7,4,Lightweight,3,900,15.0,Orthodox,1987-03-27,170.18,180.34,155.0,Orthodox,1981-12-17,175.26,177.8,155.0,27.0,33.0,2014
Will Campuzano,Justin Scoggins,0,0,0.09,0.59,0.0,0.6,1,0,0,13,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Jacob Montalvo,2014-03-15,"Dallas, Texas, USA",Flyweight Bout,Justin Scoggins,True,False,False,False,41,4,103,61,70,28,127,78,0,0,10,6,36,3,88,50,1,0,7,4,4,1,8,7,37,4,48,18,2,0,7,6,2,0,48,37,Flyweight,3,900,15.0,Orthodox,1986-05-27,175.26,177.8,125.0,Southpaw,1992-05-02,170.18,167.64000000000001,125.0,28.0,22.0,2014
Bubba McDaniel,Sean Strickland,0,0,0.4,0.57,1.0,0.5,0,1,0,3,0,0,Submission,1,273,3 Rnd (5-5-5),,2014-03-15,"Dallas, Texas, USA",Middleweight Bout,Sean Strickland,False,False,True,False,10,4,35,20,10,4,39,24,1,1,2,1,5,1,29,17,4,2,5,2,1,1,1,1,10,4,16,7,0,0,2,2,0,0,17,11,Middleweight,3,273,4.55,Southpaw,1983-05-03,190.5,190.5,185.0,Orthodox,1991-02-27,185.42,193.04,170.0,31.0,23.0,2014
